workerid,n,pic,rt,response,browser
NA,17,9320,2722,4,Chrome
NA,1,1052,7489,3,Chrome
NA,2,1220,1261,3,Chrome
NA,16,9300,3649,4,Chrome
NA,10,6550,2917,4,Chrome
NA,7,3530,2229,4,Chrome
NA,5,3160,7452,7,Firefox
NA,13,9042,2609,7,Firefox
NA,10,6550,1332,7,Firefox
NA,9,6212,1158,7,Firefox
NA,6,3220,1352,7,Firefox
NA,4,2053,2710,4,Firefox
NA,14,9181,1280,7,Firefox
NA,1,1052,1763,7,Firefox
NA,16,9300,1452,7,Firefox
NA,11,6838,3077,7,Firefox
NA,18,9373,1360,7,Firefox
NA,2,1220,1967,1,Firefox
NA,7,3530,2685,7,Firefox
NA,19,9584,3134,5,Firefox
NA,20,9592,1799,1,Firefox
NA,12,8230,1019,7,Firefox
NA,17,9320,1057,7,Firefox
NA,8,3550.1,757,7,Firefox
NA,15,9250,1034,7,Firefox
NA,3,1274,1306,1,Firefox
NA,2,1220,5603,1,Chrome
NA,5,3160,1538,2,Chrome
NA,7,3530,877,1,Chrome
NA,14,9181,1155,1,Chrome
NA,15,9250,713,1,Chrome
NA,6,3220,1806,1,Chrome
NA,17,9320,875,2,Chrome
NA,4,2053,643,1,Chrome
NA,18,9373,507,1,Chrome
NA,20,9592,613,1,Chrome
NA,9,6212,1207,1,Chrome
NA,12,8230,2206,1,Chrome
NA,3,1274,813,1,Chrome
NA,16,9300,2967,1,Chrome
NA,13,9042,971,1,Chrome
NA,10,6550,432,1,Chrome
NA,8,3550.1,1499,2,Chrome
NA,1,1052,1186,1,Chrome
NA,11,6838,613,1,Chrome
NA,19,9584,4227,2,Chrome
NA,13,9042,4106,1,Safari
NA,9,6212,3115,7,Safari
NA,14,9181,2309,7,Safari
NA,8,3550.1,2270,6,Safari
NA,20,9592,1692,1,Safari
NA,16,9300,4479,5,Safari
NA,7,3530,2266,7,Safari
NA,6,3220,3708,5,Safari
NA,2,1220,2460,5,Safari
NA,18,9373,1372,7,Safari
NA,3,1274,2140,7,Safari
NA,15,9250,1501,7,Safari
NA,1,1052,2108,4,Safari
NA,11,6838,1534,7,Safari
NA,17,9320,988,7,Safari
NA,5,3160,2716,3,Safari
NA,19,9584,1694,1,Safari
NA,4,2053,3808,6,Safari
NA,10,6550,1434,7,Safari
NA,12,8230,1084,7,Safari
NA,17,9320,4684,7,Chrome
NA,14,9181,2245,7,Chrome
NA,15,9250,2668,4,Chrome
NA,16,9300,2007,7,Chrome
NA,5,3160,2460,7,Chrome
NA,3,1274,3000,4,Chrome
NA,18,9373,4401,4,Chrome
NA,10,6550,2702,7,Chrome
NA,1,1052,2214,1,Chrome
NA,11,6838,3955,4,Chrome
NA,13,9042,2579,7,Chrome
NA,2,1220,1481,1,Chrome
NA,6,3220,3627,4,Chrome
NA,7,3530,5962,4,Chrome
NA,9,6212,2400,7,Chrome
NA,4,2053,3403,7,Chrome
NA,19,9584,2631,4,Chrome
NA,20,9592,1914,7,Chrome
NA,8,3550.1,3138,7,Chrome
NA,12,8230,2216,4,Chrome
NA,11,6838,19922,2,Chrome
NA,1,1052,3275,1,Chrome
NA,19,9584,6174,3,Chrome
NA,20,9592,4194,2,Chrome
NA,17,9320,7185,4,Chrome
NA,14,9181,6426,5,Chrome
NA,7,3530,8739,5,Chrome
NA,3,1274,2457,1,Chrome
NA,12,8230,7145,4,Chrome
NA,6,3220,7442,3,Chrome
NA,16,9300,10432,5,Chrome
NA,8,3550.1,10005,6,Chrome
NA,9,6212,26123,3,Chrome
NA,13,9042,10499,6,Chrome
NA,10,6550,3594,6,Chrome
NA,2,1220,2030,1,Chrome
NA,18,9373,4228,6,Chrome
NA,15,9250,5017,6,Chrome
NA,4,2053,13284,6,Chrome
NA,5,3160,5168,3,Chrome
NA,14,9181,8655,5,Firefox
NA,5,3160,6090,5,Firefox
NA,10,6550,4174,6,Firefox
NA,8,3550.1,1787,6,Firefox
NA,19,9584,1636,5,Firefox
NA,17,9320,2141,5,Firefox
NA,20,9592,1435,4,Firefox
NA,15,9250,1868,4,Firefox
NA,18,9373,2428,5,Firefox
NA,6,3220,2724,5,Firefox
NA,16,9300,1022,5,Firefox
NA,2,1220,1667,5,Firefox
NA,12,8230,6244,5,Firefox
NA,4,2053,3405,3,Firefox
NA,7,3530,2763,4,Firefox
NA,13,9042,2436,4,Firefox
NA,3,1274,1245,4,Firefox
NA,1,1052,1957,3,Firefox
NA,9,6212,1973,4,Firefox
NA,11,6838,2011,4,Firefox
NA,13,9042,4597,5,Firefox
NA,3,1274,3061,1,Firefox
NA,6,3220,6155,3,Firefox
NA,15,9250,5447,3,Firefox
NA,9,6212,3377,2,Firefox
NA,19,9584,3692,2,Firefox
NA,18,9373,5606,4,Firefox
NA,17,9320,3060,5,Firefox
NA,5,3160,1690,2,Firefox
NA,14,9181,6939,5,Firefox
NA,4,2053,8844,4,Firefox
NA,16,9300,5467,6,Firefox
NA,8,3550.1,2531,5,Firefox
NA,2,1220,1065,1,Firefox
NA,20,9592,1489,1,Firefox
NA,7,3530,2607,3,Firefox
NA,11,6838,3242,2,Firefox
NA,12,8230,6495,2,Firefox
NA,1,1052,1318,1,Firefox
NA,10,6550,2773,3,Firefox
NA,1,1052,2071,4,Chrome
NA,19,9584,1233,4,Chrome
NA,17,9320,1698,7,Chrome
NA,4,2053,3474,1,Chrome
NA,7,3530,2795,4,Chrome
NA,10,6550,5619,2,Chrome
NA,2,1220,1267,7,Chrome
NA,14,9181,1123,7,Chrome
NA,8,3550.1,3314,5,Chrome
NA,18,9373,2961,3,Chrome
NA,16,9300,1594,5,Chrome
NA,11,6838,4563,5,Chrome
NA,20,9592,2738,2,Chrome
NA,13,9042,3994,7,Chrome
NA,9,6212,6796,3,Chrome
NA,15,9250,1883,3,Chrome
NA,6,3220,2426,4,Chrome
NA,12,8230,5755,4,Chrome
NA,3,1274,4234,1,Chrome
NA,5,3160,3554,1,Chrome
NA,15,9250,8714,5,Chrome
NA,3,1274,4583,1,Chrome
NA,4,2053,1877,4,Chrome
NA,10,6550,1887,5,Chrome
NA,2,1220,1013,5,Chrome
NA,14,9181,5970,5,Chrome
NA,11,6838,2076,5,Chrome
NA,1,1052,859,6,Chrome
NA,7,3530,1221,4,Chrome
NA,19,9584,6905,3,Chrome
NA,8,3550.1,1168,5,Chrome
NA,17,9320,1565,6,Chrome
NA,9,6212,1155,4,Chrome
NA,5,3160,1141,4,Chrome
NA,18,9373,1158,4,Chrome
NA,16,9300,13853,4,Chrome
NA,12,8230,753,5,Chrome
NA,13,9042,1204,5,Chrome
NA,6,3220,657,3,Chrome
NA,20,9592,892,4,Chrome
NA,2,1220,2922,5,Chrome
NA,11,6838,3115,6,Chrome
NA,4,2053,1761,7,Chrome
NA,10,6550,1930,5,Chrome
NA,14,9181,1489,7,Chrome
NA,18,9373,1882,6,Chrome
NA,12,8230,1654,6,Chrome
NA,1,1052,1707,4,Chrome
NA,9,6212,2454,4,Chrome
NA,7,3530,1909,6,Chrome
NA,20,9592,1490,5,Chrome
NA,13,9042,1298,6,Chrome
NA,3,1274,2176,5,Chrome
NA,5,3160,1389,6,Chrome
NA,15,9250,1382,6,Chrome
NA,17,9320,1510,6,Chrome
NA,16,9300,1063,6,Chrome
NA,8,3550.1,1450,6,Chrome
NA,19,9584,1688,6,Chrome
NA,6,3220,1187,5,Chrome
NA,19,9584,2865,3,Chrome
NA,11,6838,5479,4,Chrome
NA,16,9300,1592,6,Chrome
NA,1,1052,1631,5,Chrome
NA,18,9373,1492,6,Chrome
NA,12,8230,1511,4,Chrome
NA,13,9042,2160,7,Chrome
NA,4,2053,4763,3,Chrome
NA,8,3550.1,1516,6,Chrome
NA,2,1220,1742,3,Chrome
NA,14,9181,2407,5,Chrome
NA,9,6212,2147,5,Chrome
NA,10,6550,3382,5,Chrome
NA,20,9592,1645,6,Chrome
NA,17,9320,1947,4,Chrome
NA,3,1274,1336,3,Chrome
NA,7,3530,2647,5,Chrome
NA,5,3160,3467,4,Chrome
NA,15,9250,4327,6,Chrome
NA,6,3220,4527,5,Chrome
NA,19,9584,3425,4,Firefox
NA,20,9592,2887,2,Firefox
NA,8,3550.1,3154,5,Firefox
NA,15,9250,2300,6,Firefox
NA,9,6212,2520,6,Firefox
NA,3,1274,2243,7,Firefox
NA,16,9300,1891,7,Firefox
NA,2,1220,8960,6,Firefox
NA,18,9373,3180,7,Firefox
NA,7,3530,2512,7,Firefox
NA,5,3160,3706,6,Firefox
NA,12,8230,1871,7,Firefox
NA,13,9042,2620,7,Firefox
NA,1,1052,3482,6,Firefox
NA,10,6550,2785,7,Firefox
NA,6,3220,2913,6,Firefox
NA,17,9320,1769,7,Firefox
NA,11,6838,2564,7,Firefox
NA,4,2053,3139,5,Firefox
NA,14,9181,3734,6,Firefox
NA,2,1220,3157,1,Chrome
NA,10,6550,3290,2,Chrome
NA,13,9042,2069,3,Chrome
NA,4,2053,4844,7,Chrome
NA,20,9592,3486,5,Chrome
NA,7,3530,4347,6,Chrome
NA,1,1052,1465,1,Chrome
NA,14,9181,3437,6,Chrome
NA,11,6838,4025,6,Chrome
NA,8,3550.1,2118,6,Chrome
NA,3,1274,1126,1,Chrome
NA,15,9250,2239,6,Chrome
NA,6,3220,2132,5,Chrome
NA,17,9320,2298,3,Chrome
NA,16,9300,1799,4,Chrome
NA,18,9373,5128,4,Chrome
NA,19,9584,1368,1,Chrome
NA,9,6212,4008,6,Chrome
NA,5,3160,1966,4,Chrome
NA,12,8230,4653,4,Chrome
NA,10,6550,6314,3,Chrome
NA,13,9042,7155,7,Chrome
NA,17,9320,3026,7,Chrome
NA,15,9250,3876,5,Chrome
NA,1,1052,6963,4,Chrome
NA,6,3220,9597,3,Chrome
NA,4,2053,7375,4,Chrome
NA,19,9584,7187,4,Chrome
NA,9,6212,3642,2,Chrome
NA,5,3160,3324,3,Chrome
NA,11,6838,12239,3,Chrome
NA,7,3530,2852,4,Chrome
NA,14,9181,2169,3,Chrome
NA,12,8230,1980,3,Chrome
NA,20,9592,3106,2,Chrome
NA,3,1274,2491,2,Chrome
NA,18,9373,1692,3,Chrome
NA,2,1220,2499,3,Chrome
NA,8,3550.1,4780,3,Chrome
NA,16,9300,2068,4,Chrome
NA,4,2053,8049,1,Chrome
NA,11,6838,6163,4,Chrome
NA,20,9592,3523,1,Chrome
NA,7,3530,4749,2,Chrome
NA,10,6550,3716,4,Chrome
NA,19,9584,4397,2,Chrome
NA,17,9320,5725,4,Chrome
NA,13,9042,5381,4,Chrome
NA,15,9250,4380,4,Chrome
NA,9,6212,5115,4,Chrome
NA,3,1274,2781,3,Chrome
NA,6,3220,5604,2,Chrome
NA,5,3160,3404,2,Chrome
NA,18,9373,8021,2,Chrome
NA,1,1052,2483,1,Chrome
NA,8,3550.1,3300,4,Chrome
NA,14,9181,7365,5,Chrome
NA,16,9300,1891,4,Chrome
NA,12,8230,3436,3,Chrome
NA,2,1220,1627,1,Chrome
NA,12,8230,12822,5,Chrome
NA,11,6838,6223,3,Chrome
NA,17,9320,2239,4,Chrome
NA,7,3530,2353,6,Chrome
NA,13,9042,1792,7,Chrome
NA,15,9250,2270,3,Chrome
NA,2,1220,1546,1,Chrome
NA,5,3160,1716,3,Chrome
NA,4,2053,2062,3,Chrome
NA,6,3220,1543,3,Chrome
NA,20,9592,2203,3,Chrome
NA,10,6550,14570,3,Chrome
NA,14,9181,1722,5,Chrome
NA,18,9373,1717,4,Chrome
NA,8,3550.1,1675,6,Chrome
NA,9,6212,2634,5,Chrome
NA,16,9300,1866,4,Chrome
NA,3,1274,1091,1,Chrome
NA,1,1052,1285,1,Chrome
NA,19,9584,2135,3,Chrome
NA,15,9250,4904,3,Firefox
NA,19,9584,1752,2,Firefox
NA,18,9373,2160,4,Firefox
NA,5,3160,1442,2,Firefox
NA,12,8230,2349,2,Firefox
NA,3,1274,2486,3,Firefox
NA,16,9300,1640,4,Firefox
NA,7,3530,4577,1,Firefox
NA,17,9320,1863,5,Firefox
NA,6,3220,2607,2,Firefox
NA,14,9181,2048,3,Firefox
NA,20,9592,1861,4,Firefox
NA,10,6550,2081,3,Firefox
NA,1,1052,1906,4,Firefox
NA,11,6838,1782,3,Firefox
NA,4,2053,1568,6,Firefox
NA,9,6212,2192,1,Firefox
NA,8,3550.1,1375,4,Firefox
NA,13,9042,1624,5,Firefox
NA,2,1220,1249,5,Firefox
NA,17,9320,4921,4,Chrome
NA,11,6838,6418,1,Chrome
NA,12,8230,4802,2,Chrome
NA,14,9181,5534,5,Chrome
NA,18,9373,8435,4,Chrome
NA,4,2053,4359,3,Chrome
NA,1,1052,1949,1,Chrome
NA,15,9250,5236,2,Chrome
NA,9,6212,4126,1,Chrome
NA,20,9592,2052,1,Chrome
NA,16,9300,5260,5,Chrome
NA,13,9042,2493,4,Chrome
NA,5,3160,2413,2,Chrome
NA,8,3550.1,4816,3,Chrome
NA,3,1274,2230,4,Chrome
NA,10,6550,2621,3,Chrome
NA,7,3530,4748,2,Chrome
NA,2,1220,3418,3,Chrome
NA,19,9584,1117,1,Chrome
NA,6,3220,1182,1,Chrome
NA,6,3220,9437,4,Chrome
NA,19,9584,9404,3,Chrome
NA,9,6212,8563,4,Chrome
NA,18,9373,15749,1,Chrome
NA,13,9042,4619,5,Chrome
NA,11,6838,4477,2,Chrome
NA,12,8230,6132,5,Chrome
NA,20,9592,2780,6,Chrome
NA,15,9250,3821,4,Chrome
NA,8,3550.1,3052,4,Chrome
NA,5,3160,3365,3,Chrome
NA,1,1052,7533,1,Chrome
NA,16,9300,2132,7,Chrome
NA,14,9181,2763,7,Chrome
NA,7,3530,2805,3,Chrome
NA,2,1220,2100,1,Chrome
NA,10,6550,2276,3,Chrome
NA,4,2053,4228,4,Chrome
NA,17,9320,1979,6,Chrome
NA,3,1274,2549,3,Chrome
NA,6,3220,16089,3,Chrome
NA,16,9300,1741,1,Chrome
NA,12,8230,658,1,Chrome
NA,14,9181,1196,1,Chrome
NA,10,6550,658,2,Chrome
NA,17,9320,1675,1,Chrome
NA,8,3550.1,925,1,Chrome
NA,11,6838,716,1,Chrome
NA,3,1274,420,1,Chrome
NA,5,3160,623,1,Chrome
NA,18,9373,851,1,Chrome
NA,1,1052,1051,1,Chrome
NA,15,9250,863,2,Chrome
NA,4,2053,1348,1,Chrome
NA,20,9592,624,1,Chrome
NA,9,6212,443,1,Chrome
NA,19,9584,806,1,Chrome
NA,2,1220,1483,1,Chrome
NA,7,3530,1189,2,Chrome
NA,13,9042,1339,1,Chrome
NA,10,6550,4698,3,Firefox
NA,14,9181,4669,4,Firefox
NA,2,1220,2234,4,Firefox
NA,17,9320,5499,3,Firefox
NA,11,6838,6971,6,Firefox
NA,13,9042,3969,3,Firefox
NA,20,9592,5492,4,Firefox
NA,3,1274,1915,3,Firefox
NA,19,9584,1530,6,Firefox
NA,9,6212,2918,4,Firefox
NA,5,3160,1497,2,Firefox
NA,1,1052,2024,3,Firefox
NA,7,3530,4266,2,Firefox
NA,8,3550.1,4541,3,Firefox
NA,4,2053,5867,6,Firefox
NA,18,9373,4431,2,Firefox
NA,16,9300,3015,5,Firefox
NA,6,3220,1963,4,Firefox
NA,15,9250,9718,4,Firefox
NA,12,8230,1924,2,Firefox
NA,3,1274,4973,5,Chrome
NA,10,6550,4337,6,Chrome
NA,20,9592,2774,5,Chrome
NA,19,9584,1677,4,Chrome
NA,7,3530,3458,5,Chrome
NA,17,9320,1843,6,Chrome
NA,18,9373,2148,5,Chrome
NA,14,9181,2735,6,Chrome
NA,5,3160,3068,4,Chrome
NA,4,2053,1795,5,Chrome
NA,12,8230,3828,4,Chrome
NA,13,9042,3287,5,Chrome
NA,8,3550.1,1810,5,Chrome
NA,11,6838,3437,4,Chrome
NA,6,3220,1754,5,Chrome
NA,2,1220,2467,3,Chrome
NA,1,1052,1472,4,Chrome
NA,9,6212,3636,3,Chrome
NA,15,9250,3766,4,Chrome
NA,16,9300,1330,5,Chrome
NA,7,3530,3784,3,Chrome
NA,6,3220,3151,3,Chrome
NA,8,3550.1,2219,4,Chrome
NA,12,8230,1960,3,Chrome
NA,19,9584,1940,5,Chrome
NA,10,6550,3576,4,Chrome
NA,13,9042,2067,2,Chrome
NA,2,1220,1378,4,Chrome
NA,11,6838,5664,3,Chrome
NA,15,9250,1660,3,Chrome
NA,17,9320,1647,4,Chrome
NA,14,9181,1703,5,Chrome
NA,9,6212,1848,3,Chrome
NA,20,9592,1859,6,Chrome
NA,3,1274,1417,4,Chrome
NA,16,9300,1677,6,Chrome
NA,5,3160,1430,4,Chrome
NA,18,9373,1039,4,Chrome
NA,4,2053,1204,5,Chrome
NA,1,1052,1127,2,Chrome
NA,12,8230,2647,4,Firefox
NA,1,1052,4240,1,Firefox
NA,6,3220,4408,3,Firefox
NA,11,6838,4408,5,Firefox
NA,5,3160,4379,5,Firefox
NA,14,9181,3479,7,Firefox
NA,3,1274,2896,4,Firefox
NA,9,6212,3720,4,Firefox
NA,19,9584,4780,3,Firefox
NA,15,9250,4016,5,Firefox
NA,4,2053,3546,6,Firefox
NA,16,9300,3018,6,Firefox
NA,13,9042,4724,5,Firefox
NA,8,3550.1,5445,5,Firefox
NA,2,1220,5924,1,Firefox
NA,18,9373,4320,6,Firefox
NA,17,9320,3388,6,Firefox
NA,20,9592,2443,1,Firefox
NA,10,6550,2903,5,Firefox
NA,7,3530,3595,5,Firefox
NA,6,3220,16579,4,Chrome
NA,18,9373,2723,4,Chrome
NA,10,6550,4474,5,Chrome
NA,17,9320,2345,5,Chrome
NA,12,8230,2354,3,Chrome
NA,8,3550.1,2483,4,Chrome
NA,15,9250,4272,4,Chrome
NA,14,9181,5355,5,Chrome
NA,2,1220,1522,6,Chrome
NA,19,9584,2302,2,Chrome
NA,13,9042,6550,5,Chrome
NA,1,1052,2373,2,Chrome
NA,20,9592,2702,4,Chrome
NA,4,2053,4233,3,Chrome
NA,5,3160,2929,4,Chrome
NA,7,3530,2159,3,Chrome
NA,11,6838,4058,2,Chrome
NA,9,6212,4355,4,Chrome
NA,3,1274,2225,4,Chrome
NA,16,9300,1451,5,Chrome
NA,4,2053,4388,7,Chrome
NA,9,6212,5299,3,Chrome
NA,10,6550,2227,3,Chrome
NA,14,9181,5324,7,Chrome
NA,8,3550.1,1804,4,Chrome
NA,20,9592,1773,1,Chrome
NA,7,3530,2532,2,Chrome
NA,15,9250,2718,4,Chrome
NA,3,1274,1398,1,Chrome
NA,18,9373,1565,4,Chrome
NA,5,3160,1932,4,Chrome
NA,16,9300,1165,4,Chrome
NA,2,1220,1715,4,Chrome
NA,19,9584,2205,1,Chrome
NA,11,6838,2829,1,Chrome
NA,6,3220,2819,3,Chrome
NA,13,9042,2364,4,Chrome
NA,12,8230,2948,1,Chrome
NA,1,1052,9653,1,Chrome
NA,17,9320,3332,3,Chrome
NA,11,6838,11636,4,Safari
NA,2,1220,6901,2,Safari
NA,6,3220,11143,5,Safari
NA,5,3160,2183,5,Safari
NA,14,9181,1863,7,Safari
NA,15,9250,2648,5,Safari
NA,8,3550.1,2895,5,Safari
NA,1,1052,3385,3,Safari
NA,12,8230,3436,5,Safari
NA,20,9592,5335,3,Safari
NA,16,9300,2738,5,Safari
NA,7,3530,436,5,Safari
NA,4,2053,6211,4,Safari
NA,18,9373,4068,4,Safari
NA,3,1274,6375,4,Safari
NA,19,9584,3223,1,Safari
NA,9,6212,8209,1,Safari
NA,13,9042,8076,5,Safari
NA,17,9320,2081,5,Safari
NA,10,6550,2472,5,Safari
NA,9,6212,7471,6,Chrome
NA,8,3550.1,1346,7,Chrome
NA,3,1274,2516,4,Chrome
NA,13,9042,5377,7,Chrome
NA,4,2053,1792,7,Chrome
NA,7,3530,2550,6,Chrome
NA,2,1220,2548,4,Chrome
NA,11,6838,8170,4,Chrome
NA,15,9250,5085,5,Chrome
NA,1,1052,3596,3,Chrome
NA,20,9592,2798,2,Chrome
NA,6,3220,5128,4,Chrome
NA,12,8230,4087,5,Chrome
NA,5,3160,5656,6,Chrome
NA,18,9373,4503,6,Chrome
NA,10,6550,6507,5,Chrome
NA,19,9584,2676,4,Chrome
NA,16,9300,2689,7,Chrome
NA,17,9320,4736,6,Chrome
NA,14,9181,3238,7,Chrome
NA,9,6212,16206,5,Firefox
NA,18,9373,5968,3,Firefox
NA,12,8230,7793,3,Firefox
NA,7,3530,5728,5,Firefox
NA,4,2053,6257,2,Firefox
NA,5,3160,4075,2,Firefox
NA,8,3550.1,17861,3,Firefox
NA,20,9592,4462,1,Firefox
NA,13,9042,5339,2,Firefox
NA,1,1052,8667,2,Firefox
NA,16,9300,2963,4,Firefox
NA,11,6838,8134,5,Firefox
NA,19,9584,4516,1,Firefox
NA,2,1220,2752,1,Firefox
NA,15,9250,7081,4,Firefox
NA,6,3220,8101,1,Firefox
NA,17,9320,2975,4,Firefox
NA,14,9181,6380,4,Firefox
NA,3,1274,6537,2,Firefox
NA,10,6550,3269,4,Firefox
NA,13,9042,4588,7,Safari
NA,9,6212,3620,7,Safari
NA,8,3550.1,2475,7,Safari
NA,7,3530,3412,7,Safari
NA,5,3160,3772,4,Safari
NA,15,9250,5764,7,Safari
NA,19,9584,6700,5,Safari
NA,16,9300,3507,5,Safari
NA,11,6838,5332,7,Safari
NA,1,1052,5195,4,Safari
NA,6,3220,8244,6,Safari
NA,2,1220,3844,4,Safari
NA,3,1274,4987,4,Safari
NA,18,9373,7308,3,Safari
NA,14,9181,2492,7,Safari
NA,4,2053,8796,5,Safari
NA,10,6550,5860,6,Safari
NA,20,9592,3317,3,Safari
NA,12,8230,2676,4,Safari
NA,17,9320,2444,4,Safari
NA,9,6212,5422,1,Mozilla
NA,14,9181,2676,1,Mozilla
NA,6,3220,3177,2,Mozilla
NA,19,9584,1925,3,Mozilla
NA,20,9592,1545,4,Mozilla
NA,3,1274,1866,3,Mozilla
NA,15,9250,1795,1,Mozilla
NA,17,9320,2787,2,Mozilla
NA,11,6838,5748,2,Mozilla
NA,4,2053,5576,2,Mozilla
NA,16,9300,1907,2,Mozilla
NA,5,3160,2484,3,Mozilla
NA,2,1220,1503,3,Mozilla
NA,10,6550,2840,2,Mozilla
NA,8,3550.1,5908,2,Mozilla
NA,1,1052,3205,5,Mozilla
NA,12,8230,2166,3,Mozilla
NA,7,3530,2128,3,Mozilla
NA,13,9042,5332,2,Mozilla
NA,18,9373,8935,1,Mozilla
NA,11,6838,13301,4,Chrome
NA,18,9373,5815,3,Chrome
NA,15,9250,3911,3,Chrome
NA,3,1274,2375,4,Chrome
NA,20,9592,4475,4,Chrome
NA,7,3530,3702,3,Chrome
NA,6,3220,2479,2,Chrome
NA,9,6212,2970,2,Chrome
NA,8,3550.1,3152,2,Chrome
NA,4,2053,3782,5,Chrome
NA,12,8230,1406,2,Chrome
NA,19,9584,5109,3,Chrome
NA,5,3160,2358,4,Chrome
NA,1,1052,2079,1,Chrome
NA,2,1220,1232,1,Chrome
NA,14,9181,3415,5,Chrome
NA,16,9300,3398,4,Chrome
NA,13,9042,5921,5,Chrome
NA,10,6550,2194,2,Chrome
NA,17,9320,4021,4,Chrome
NA,4,2053,15224,4,Firefox
NA,10,6550,7857,5,Firefox
NA,11,6838,9380,6,Firefox
NA,19,9584,2591,4,Firefox
NA,20,9592,4265,4,Firefox
NA,6,3220,3493,3,Firefox
NA,15,9250,3630,6,Firefox
NA,5,3160,4913,3,Firefox
NA,13,9042,7173,5,Firefox
NA,7,3530,4262,5,Firefox
NA,8,3550.1,5111,5,Firefox
NA,17,9320,2272,4,Firefox
NA,14,9181,2634,5,Firefox
NA,3,1274,1743,4,Firefox
NA,18,9373,3298,3,Firefox
NA,9,6212,5879,4,Firefox
NA,16,9300,3990,3,Firefox
NA,12,8230,2967,5,Firefox
NA,2,1220,2134,3,Firefox
NA,1,1052,4090,3,Firefox
NA,5,3160,11334,3,Chrome
NA,19,9584,7431,2,Chrome
NA,2,1220,6057,1,Chrome
NA,16,9300,5364,4,Chrome
NA,20,9592,4962,3,Chrome
NA,17,9320,4739,4,Chrome
NA,15,9250,4091,5,Chrome
NA,7,3530,8708,6,Chrome
NA,11,6838,11883,5,Chrome
NA,14,9181,2603,7,Chrome
NA,12,8230,6227,5,Chrome
NA,8,3550.1,10073,4,Chrome
NA,6,3220,7721,3,Chrome
NA,4,2053,5939,4,Chrome
NA,18,9373,9185,2,Chrome
NA,1,1052,1842,1,Chrome
NA,9,6212,9236,2,Chrome
NA,10,6550,5330,5,Chrome
NA,3,1274,1627,1,Chrome
NA,13,9042,5113,4,Chrome
NA,12,8230,2792,7,Chrome
NA,16,9300,1479,7,Chrome
NA,1,1052,2894,3,Chrome
NA,9,6212,2344,6,Chrome
NA,3,1274,3195,5,Chrome
NA,2,1220,1888,5,Chrome
NA,17,9320,2695,6,Chrome
NA,20,9592,3451,2,Chrome
NA,15,9250,3254,6,Chrome
NA,7,3530,2759,6,Chrome
NA,13,9042,3069,3,Chrome
NA,5,3160,3727,5,Chrome
NA,11,6838,3285,4,Chrome
NA,6,3220,3437,4,Chrome
NA,19,9584,2546,5,Chrome
NA,14,9181,1633,7,Chrome
NA,18,9373,1955,7,Chrome
NA,4,2053,3014,5,Chrome
NA,8,3550.1,2127,6,Chrome
NA,10,6550,2373,5,Chrome
NA,15,9250,6713,4,Firefox
NA,5,3160,27708,6,Firefox
NA,17,9320,2446,7,Firefox
NA,12,8230,2027,2,Firefox
NA,13,9042,3050,4,Firefox
NA,4,2053,4989,5,Firefox
NA,10,6550,2732,3,Firefox
NA,11,6838,9130,2,Firefox
NA,9,6212,3904,7,Firefox
NA,2,1220,2277,3,Firefox
NA,3,1274,3666,3,Firefox
NA,6,3220,5238,3,Firefox
NA,7,3530,2601,2,Firefox
NA,16,9300,2528,6,Firefox
NA,18,9373,2387,5,Firefox
NA,14,9181,2546,7,Firefox
NA,1,1052,2033,1,Firefox
NA,19,9584,2120,2,Firefox
NA,20,9592,2051,1,Firefox
NA,8,3550.1,2077,3,Firefox
NA,13,9042,9323,4,Chrome
NA,14,9181,3795,7,Chrome
NA,11,6838,4758,1,Chrome
NA,3,1274,2070,1,Chrome
NA,2,1220,1357,1,Chrome
NA,9,6212,4244,1,Chrome
NA,6,3220,1595,1,Chrome
NA,16,9300,1519,4,Chrome
NA,4,2053,2858,1,Chrome
NA,18,9373,4521,1,Chrome
NA,20,9592,1108,1,Chrome
NA,19,9584,1208,1,Chrome
NA,10,6550,2871,1,Chrome
NA,8,3550.1,1658,4,Chrome
NA,17,9320,1958,4,Chrome
NA,7,3530,3496,1,Chrome
NA,1,1052,8359,1,Chrome
NA,5,3160,994,1,Chrome
NA,12,8230,1621,4,Chrome
NA,15,9250,3558,1,Chrome
NA,10,6550,13934,6,Chrome
NA,19,9584,15698,4,Chrome
NA,11,6838,15191,5,Chrome
NA,2,1220,8372,1,Chrome
NA,17,9320,15285,6,Chrome
NA,12,8230,2830,6,Chrome
NA,15,9250,6143,7,Chrome
NA,14,9181,2319,7,Chrome
NA,7,3530,5496,7,Chrome
NA,16,9300,2902,6,Chrome
NA,5,3160,4987,3,Chrome
NA,4,2053,3671,6,Chrome
NA,18,9373,6769,2,Chrome
NA,8,3550.1,7984,5,Chrome
NA,20,9592,3065,1,Chrome
NA,6,3220,5629,6,Chrome
NA,9,6212,2813,7,Chrome
NA,13,9042,2729,7,Chrome
NA,1,1052,1788,1,Chrome
NA,3,1274,1421,1,Chrome
NA,16,9300,8049,6,Chrome
NA,11,6838,10600,5,Chrome
NA,8,3550.1,6718,5,Chrome
NA,6,3220,9479,4,Chrome
NA,10,6550,4726,6,Chrome
NA,19,9584,4884,2,Chrome
NA,2,1220,3075,3,Chrome
NA,7,3530,3322,4,Chrome
NA,17,9320,5183,6,Chrome
NA,3,1274,3121,6,Chrome
