workerid,q,rt,response,browser,mTurkID,age,gender,ethnicity,irq_tn1,irq_tn2,irq_en1,irq_en2,irq_tp1,irq_tp2,irq_ep1,irq_ep2,irq_tn3,irq_tn4,irq_en3,irq_en4,irq_tp3,irq_tp4,irq_ep3,irq_ep4,irq_tn_total,irq_tp_total,irq_en_total,irq_ep_total,irq_total,erq_r1,erq_r3,erq_r5,erq_r7,erq_r8,erq_r10,erq_s2,erq_s4,erq_s6,erq_s9,erq_r_total,erq_s_total,bfi_e1,bfi_e6,bfi_e11,bfi_e16,bfi_e21,bfi_e26,bfi_e31,bfi_e36,bfi_e_total,task3_about,task3_suspect,task3_check,task3_belief,comments,task_mrate
NA,choice,6811,no_person,Firefox,NA,39,M,5,2,2,6,5,2,5,4,5,3,2,6,6,5,6,3,5,9,18,23,17,67,3,6,6,5,6,5,6,3,6,7,31,22,2,1,2,2,1,2,2,2,14,NA,NA,0,NA,NA,6.5
NA,choice,5239,no_person,Firefox,NA,31,M,5,5,4,6,5,5,5,4,6,5,6,6,5,6,5,6,6,20,21,22,22,85,7,6,6,7,4,7,5,5,3,3,37,16,3,2,4,4,3,4,3,4,27,NA,NA,1,NA,NA,7
NA,choice,8581,no_person,Chrome,NA,35,F,5,3,4,5,6,4,4,5,6,5,5,5,5,3,4,6,6,17,15,21,23,76,6,5,4,5,4,4,3,4,2,5,28,14,4,3,2,3,4,3,3,2,24,NA,NA,1,NA,NA,4.7
NA,choice,4181,person,Chrome,NA,23,M,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,28,28,28,28,112,7,7,7,7,7,1,7,1,1,1,36,10,5,3,5,5,3,5,5,5,36,NA,NA,1,NA,NA,7
NA,choice,5768,person,Explorer,NA,28,F,5,3,7,7,7,5,5,7,5,5,7,7,6,4,6,5,7,22,20,27,24,93,5,6,6,5,5,6,2,1,2,3,33,8,3,2,1,1,2,1,2,3,15,NA,NA,1,NA,NA,4.9
NA,choice,5972,person,Firefox,NA,25,M,5,3,1,6,6,5,5,3,6,2,3,2,5,5,4,5,5,9,19,19,19,66,6,5,6,7,7,6,7,3,5,6,37,21,4,4,5,5,4,2,4,5,33,NA,NA,1,NA,NA,6.7
NA,choice,4003,no_person,Chrome,NA,60,M,6,2,2,7,2,2,2,4,7,2,3,5,3,3,5,6,7,9,12,17,24,62,7,7,7,7,7,7,3,2,3,3,42,11,4,5,4,4,4,2,5,4,32,NA,NA,1,NA,NA,4.25
NA,choice,5195,no_person,Chrome,NA,20,M,5,5,2,7,7,6,7,5,4,4,1,6,5,6,7,5,7,12,26,25,21,84,3,4,3,4,5,5,4,3,5,5,24,17,1,1,3,3,1,1,1,1,12,NA,NA,1,NA,NA,4.9
NA,choice,4475,no_person,Firefox,NA,41,M,5,2,2,4,3,4,5,5,6,2,2,5,5,6,6,5,6,8,21,17,22,68,7,7,7,7,7,7,6,3,5,6,42,20,2,4,4,3,2,4,4,4,27,NA,NA,0,NA,NA,4.25
NA,choice,2615,person,Firefox,NA,28,M,5,3,3,6,3,4,5,5,5,2,2,4,4,5,6,5,6,10,20,17,21,68,6,7,6,6,6,6,6,4,6,5,37,21,2,2,4,2,2,2,2,2,18,NA,NA,1,NA,NA,7
NA,choice,3826,person,Safari,NA,36,M,5,2,5,7,7,6,6,5,7,3,6,7,5,5,7,7,7,16,24,26,26,92,4,4,5,5,5,5,2,1,5,5,28,13,4,3,1,3,5,5,2,5,28,NA,NA,1,NA,NA,5.6
NA,choice,9118,person,Chrome,NA,55,M,5,3,2,4,5,6,6,2,3,5,2,5,2,6,5,2,5,12,23,16,12,63,6,6,6,6,6,6,6,6,2,5,36,19,2,2,3,2,2,1,1,2,15,NA,NA,1,NA,NA,6.5
NA,choice,37789,person,Chrome,NA,29,F,6,5,5,7,7,6,5,3,3,6,5,7,7,6,6,4,6,21,23,28,16,88,3,3,5,6,4,2,2,2,2,2,23,8,2,2,2,2,4,2,2,2,18,NA,NA,1,NA,NA,5.2
NA,choice,3761,person,Firefox,NA,22,M,5,5,5,5,5,6,6,6,6,5,5,5,5,5,6,5,6,20,23,20,23,86,7,6,6,6,6,6,3,2,2,2,37,9,4,4,4,4,4,3,4,4,31,NA,NA,1,NA,NA,6.7
NA,choice,5580,person,Mozilla,NA,34,F,10,6,5,7,6,6,6,6,6,4,5,5,6,5,6,5,6,20,23,24,23,90,5,6,5,5,5,5,5,2,3,4,31,14,2,2,3,3,2,4,3,2,21,NA,NA,1,NA,NA,4.9
NA,choice,4534,person,Mozilla,NA,64,F,5,5,5,7,7,6,6,6,7,6,6,7,6,6,5,6,6,22,23,27,25,97,5,5,4,5,5,5,2,2,2,2,29,8,3,2,3,2,2,2,2,1,17,NA,NA,0,NA,NA,5.95
NA,choice,2998,no_person,Chrome,NA,20,M,5,3,2,5,6,5,5,6,5,2,3,4,4,4,5,5,6,10,19,19,22,70,5,6,6,6,6,6,6,2,5,7,35,20,3,1,4,2,2,2,1,2,17,NA,NA,0,NA,NA,5.85
NA,choice,10008,person,Chrome,NA,58,M,5,3,3,5,4,5,4,5,5,5,6,3,5,5,5,4,4,17,19,17,18,71,4,4,4,5,5,4,3,4,5,3,26,15,2,2,2,2,3,3,4,4,22,NA,NA,1,NA,NA,6.85
NA,choice,2547,person,Mozilla,NA,27,M,5,6,3,6,6,5,6,6,6,5,4,6,5,6,5,6,6,18,22,23,24,87,6,6,6,6,6,5,5,3,3,3,35,14,3,2,3,3,2,2,2,3,20,NA,NA,1,NA,NA,5.85
NA,choice,3551,no_person,Chrome,NA,32,M,5,3,4,3,3,6,5,3,3,3,4,5,5,5,5,3,2,14,21,16,11,62,4,4,5,3,4,5,2,2,2,2,25,8,3,2,2,2,2,4,4,3,22,NA,NA,0,NA,NA,7
NA,choice,4977,person,Chrome,NA,56,F,5,1,1,6,6,7,7,2,3,2,2,5,5,7,7,2,6,6,28,22,13,69,3,3,5,5,5,5,5,2,5,5,26,17,2,2,3,3,2,4,1,2,19,NA,NA,1,NA,NA,6.85
NA,choice,2624,no_person,Chrome,NA,32,F,5,2,2,4,5,2,2,2,2,2,1,5,1,2,2,2,4,7,8,15,10,40,4,3,5,3,3,3,2,5,3,3,21,13,4,4,4,4,4,4,4,4,32,NA,NA,0,NA,NA,3.45
NA,choice,3584,no_person,Chrome,NA,23,F,5,5,6,5,5,5,5,6,5,5,6,6,5,5,6,5,4,22,21,21,20,84,5,5,5,6,4,5,4,5,5,5,30,19,4,2,4,4,2,4,2,4,26,NA,NA,0,NA,NA,6.85
NA,choice,7651,no_person,Mozilla,NA,66,F,5,5,3,6,5,5,6,3,5,4,2,5,4,4,6,5,5,14,21,20,18,73,5,5,5,5,6,5,4,2,4,3,31,13,4,4,3,3,4,4,4,4,30,NA,NA,0,NA,NA,6.25
NA,choice,5898,person,Chrome,NA,26,M,5,6,6,5,7,6,4,5,5,4,5,5,6,4,5,4,6,21,19,23,20,83,3,3,2,4,3,4,3,3,2,5,19,13,4,1,5,4,2,4,2,4,26,NA,NA,1,NA,NA,6.7
NA,choice,3163,person,Mozilla,NA,28,F,5,5,5,7,7,6,6,5,6,5,5,7,6,6,6,6,6,20,24,27,23,94,5,5,5,5,5,5,5,2,5,5,30,17,4,2,3,3,4,2,3,4,25,NA,NA,0,NA,NA,5.95
NA,choice,3712,person,Chrome,NA,25,F,6,2,1,6,5,1,1,2,3,3,5,5,5,5,5,5,6,11,12,21,16,60,6,7,7,7,7,7,7,6,6,7,41,26,2,2,4,4,2,3,2,4,23,NA,NA,0,NA,NA,5.2
NA,choice,4923,person,Firefox,NA,32,M,4,3,4,5,5,2,3,3,4,4,5,4,2,2,4,4,4,16,11,16,15,58,6,6,5,5,5,5,5,4,3,4,32,16,1,1,4,3,2,4,2,1,18,NA,NA,1,NA,NA,5.2
NA,choice,3479,no_person,Chrome,NA,42,M,5,2,3,5,5,5,5,4,5,3,3,3,2,5,5,3,5,11,20,15,17,63,2,2,3,2,3,2,6,2,5,6,14,19,2,2,3,2,2,2,2,2,17,NA,NA,1,NA,NA,5.7
NA,choice,14101,no_person,Mozilla,NA,27,F,2,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,24,24,24,20,92,6,6,6,6,6,6,6,2,3,4,36,15,2,2,3,2,2,2,2,2,17,NA,NA,0,NA,NA,7
NA,choice,9001,person,Firefox,NA,42,F,4,3,1,3,5,7,7,4,5,1,2,2,3,7,6,5,7,7,27,13,21,68,4,6,5,5,5,6,5,2,2,3,31,12,2,3,3,3,2,4,5,4,26,NA,NA,1,NA,NA,3.9
NA,choice,3529,no_person,Chrome,NA,21,M,5,5,3,6,5,4,3,4,5,3,3,5,5,4,3,5,5,14,14,21,19,68,5,5,6,5,5,5,6,3,4,3,31,16,2,2,3,3,2,3,2,3,20,NA,NA,0,NA,NA,6.2
NA,choice,2946,no_person,Chrome,NA,35,M,5,5,3,6,6,7,6,6,6,5,4,7,6,5,7,6,6,17,25,25,24,91,6,6,5,6,7,6,4,1,2,4,36,11,3,1,3,2,2,2,2,2,17,NA,NA,1,NA,NA,5.15
NA,choice,6835,person,Chrome,NA,34,M,2,3,3,7,4,5,5,5,6,5,3,6,7,5,5,6,7,14,20,24,24,82,4,4,6,4,4,4,4,4,5,4,26,17,3,2,4,4,2,3,4,4,26,NA,NA,1,NA,NA,4.55
NA,choice,10191,person,Chrome,NA,22,M,5,2,2,5,5,3,2,5,4,2,3,6,5,3,3,5,6,9,11,21,20,61,5,5,4,5,5,5,4,2,2,2,29,10,3,2,3,3,2,2,2,3,20,NA,NA,1,NA,NA,7
NA,choice,3600,person,Mozilla,NA,61,F,5,2,4,5,3,4,3,2,4,3,2,5,2,3,5,4,5,11,15,15,15,56,6,5,4,4,5,5,6,3,6,5,29,20,2,2,2,2,2,3,2,3,18,NA,NA,0,NA,NA,5.95
NA,choice,2698,person,Firefox,NA,39,F,5,2,1,6,5,4,4,4,4,2,4,4,4,2,4,4,5,9,14,19,17,59,5,4,4,5,5,5,2,1,2,4,28,9,3,3,4,4,3,4,3,3,27,NA,NA,1,NA,NA,6.5
NA,choice,3718,person,Explorer,NA,32,M,5,3,3,5,5,3,5,3,3,6,3,5,2,3,5,3,5,15,16,17,14,62,3,5,5,5,3,5,6,5,5,5,26,21,4,2,2,2,4,4,2,2,22,NA,NA,1,NA,NA,4.65
NA,choice,6496,person,Opera,NA,67,M,5,2,5,6,5,6,5,4,6,5,2,5,5,5,5,6,7,14,21,21,23,79,6,6,7,6,6,6,6,4,6,6,37,22,2,2,4,3,2,2,2,5,22,NA,NA,1,NA,NA,6.65
NA,choice,6375,no_person,Firefox,NA,45,M,5,2,2,6,2,2,2,2,2,4,2,2,4,2,2,2,6,10,8,14,12,44,5,5,5,5,5,5,7,5,7,6,30,25,1,1,2,1,1,1,1,1,9,NA,NA,0,NA,NA,6.85
NA,choice,4794,person,Chrome,NA,36,F,5,5,5,6,6,7,6,5,6,5,6,5,6,6,6,6,6,21,25,23,23,92,5,5,2,3,3,3,1,2,1,1,21,5,4,3,4,3,3,4,2,3,26,NA,NA,1,NA,NA,6.85
NA,choice,5483,person,Firefox,NA,30,M,5,3,5,6,5,6,6,2,2,2,4,3,5,3,6,6,3,14,21,19,13,67,6,6,6,6,6,6,7,3,6,6,36,22,2,2,2,2,2,3,2,2,17,NA,NA,1,NA,NA,5.4
NA,choice,3418,no_person,Explorer,NA,36,M,5,5,5,6,6,5,5,5,6,5,5,5,5,5,5,6,6,20,20,22,23,85,5,5,6,6,6,6,3,3,3,3,34,12,2,4,4,4,2,4,4,4,28,NA,NA,1,NA,NA,4.55
NA,choice,2541,person,Chrome,NA,30,M,5,7,1,1,1,5,6,4,5,1,4,1,1,5,7,5,5,13,23,4,19,59,5,5,6,4,4,5,4,2,5,6,29,17,4,4,3,4,3,5,4,4,31,NA,NA,1,NA,NA,5.1
NA,choice,4448,person,Chrome,NA,39,F,5,2,5,4,5,5,5,2,5,2,2,5,5,3,5,2,6,11,18,19,15,63,5,6,6,5,5,6,5,2,3,5,33,15,3,3,2,3,2,2,2,3,20,NA,NA,1,NA,NA,5.15
NA,choice,3654,no_person,Chrome,NA,22,M,5,4,2,5,2,6,6,2,4,2,2,4,2,5,3,4,5,10,20,13,15,58,5,6,5,6,6,6,6,2,5,3,34,16,3,2,4,3,3,4,3,3,25,NA,NA,1,NA,NA,5.8
NA,choice,5250,person,Chrome,NA,55,F,5,5,6,5,6,6,6,2,4,4,7,6,4,5,7,4,4,22,24,21,14,81,3,4,7,5,4,4,1,2,1,1,27,5,2,3,2,2,3,2,2,2,18,NA,NA,1,NA,NA,6.95
NA,choice,10470,person,Chrome,NA,38,F,5,2,5,6,4,5,6,2,5,5,4,7,4,2,5,4,7,16,18,21,18,73,5,6,5,7,7,7,2,2,5,7,37,16,3,3,5,5,4,4,4,5,33,NA,NA,1,NA,NA,6.85
NA,choice,4581,no_person,Firefox,NA,38,M,5,4,3,5,5,4,4,4,5,4,3,6,5,4,6,5,6,14,18,21,20,73,5,5,6,6,5,5,4,3,4,5,32,16,3,2,4,3,2,2,3,4,23,NA,NA,1,NA,NA,6.05
NA,choice,5256,no_person,Mozilla,NA,52,M,5,3,2,6,5,3,2,4,4,4,3,5,5,2,3,5,5,12,10,21,18,61,5,5,5,5,5,5,5,3,3,3,30,14,3,3,4,3,3,4,2,3,25,NA,NA,0,NA,NA,7
NA,choice,6196,no_person,Chrome,NA,46,F,5,2,2,5,5,5,5,2,4,2,2,6,3,2,6,2,6,8,18,19,14,59,5,6,5,5,6,6,6,3,5,3,33,17,1,1,3,3,1,1,1,3,14,NA,NA,0,NA,NA,6.1
NA,choice,8630,person,Firefox,NA,53,M,5,3,3,6,5,5,3,6,5,3,2,6,6,3,6,5,6,11,17,23,22,73,6,6,5,6,5,6,5,2,3,3,34,13,2,2,2,2,2,2,2,2,16,NA,NA,1,NA,NA,4.7
NA,choice,3390,no_person,Safari,NA,29,M,2,5,5,6,6,5,6,6,7,5,6,5,6,6,6,6,7,21,23,23,26,93,5,4,7,5,5,3,4,3,4,3,29,14,5,4,5,4,5,4,4,5,36,NA,NA,1,NA,NA,5.2
NA,choice,3088,no_person,Chrome,NA,25,M,5,2,2,6,4,5,4,4,5,2,4,3,4,4,5,5,6,10,18,17,20,65,4,4,6,4,4,4,6,3,6,6,26,21,3,2,3,3,2,3,2,3,21,NA,NA,1,NA,NA,6.85
NA,choice,6477,person,Chrome,NA,38,M,11,5,6,6,6,5,7,4,6,4,5,5,5,6,6,6,5,20,24,22,21,87,6,4,5,6,6,4,6,4,6,5,31,21,2,2,4,4,3,4,2,3,24,NA,NA,1,NA,NA,6.75
NA,choice,3775,no_person,Firefox,NA,23,M,5,1,1,3,7,2,3,5,4,2,3,3,5,4,6,4,5,7,15,18,18,58,3,6,5,5,4,4,6,3,6,5,27,20,2,2,4,2,2,2,3,2,19,NA,NA,1,NA,NA,4.25
NA,choice,4277,no_person,Chrome,NA,24,M,5,6,6,7,5,4,4,5,4,5,4,5,5,4,5,2,5,21,17,22,16,76,5,5,4,5,4,4,2,3,2,2,27,9,1,1,2,3,1,1,2,3,14,NA,NA,1,NA,NA,5.3
NA,choice,10007,person,Safari,NA,32,F,5,5,5,6,6,6,6,4,6,6,5,7,5,4,6,5,6,21,22,24,21,88,5,5,4,4,4,5,6,5,5,5,27,21,1,1,1,2,1,2,1,1,10,NA,NA,1,NA,NA,5.15
NA,choice,6031,person,Chrome,NA,34,M,6,6,6,7,7,6,6,5,6,6,6,7,7,4,6,6,7,24,22,28,24,98,6,6,6,6,5,6,2,1,2,3,35,8,5,4,5,5,4,4,4,5,36,NA,NA,1,NA,NA,6.2
NA,choice,4656,person,Chrome,NA,22,F,5,6,5,7,6,5,6,6,7,6,6,6,6,6,6,6,6,23,23,25,25,96,1,6,6,6,6,6,2,1,6,6,31,15,4,3,3,4,4,3,4,4,29,NA,NA,1,NA,NA,7
NA,choice,4827,person,Firefox,NA,51,F,5,2,1,7,5,2,4,4,7,2,2,7,5,2,2,6,7,7,10,24,24,65,4,7,7,7,7,7,7,4,6,6,39,23,2,2,4,4,2,1,2,3,20,NA,NA,1,NA,NA,7
NA,choice,3069,person,Safari,NA,29,M,2,5,3,6,3,5,5,4,6,3,6,5,2,5,5,5,5,17,20,16,20,73,5,5,5,5,6,6,5,3,5,5,32,18,4,4,5,5,4,4,4,5,35,NA,NA,1,NA,NA,6.15
NA,choice,6606,person,Chrome,NA,40,M,5,3,3,6,5,4,6,5,4,5,3,5,5,6,6,5,6,14,22,21,20,77,3,3,6,3,5,4,6,2,5,4,24,17,2,2,3,3,2,2,2,2,18,NA,NA,0,NA,NA,6.7
NA,choice,13596,person,Firefox,NA,35,F,7,7,7,7,6,6,6,7,7,6,7,7,7,6,7,6,7,27,25,27,27,106,7,7,7,7,7,7,2,1,1,4,42,8,2,2,4,5,2,4,3,5,27,NA,NA,1,NA,NA,6.95
NA,choice,3831,person,Chrome,NA,32,M,5,2,2,6,3,5,5,5,5,3,2,4,4,2,5,5,4,9,17,17,19,62,2,2,5,4,2,2,6,2,5,7,17,20,2,2,3,2,2,2,1,3,17,NA,NA,1,NA,NA,4.7
NA,choice,5731,no_person,Safari,NA,31,M,5,2,2,4,4,3,3,2,3,2,3,3,4,3,3,3,3,9,12,15,11,47,6,6,6,6,6,6,5,4,4,4,36,17,4,4,4,4,4,4,4,4,32,NA,NA,0,NA,NA,6.1
NA,choice,5165,person,Chrome,NA,47,F,5,5,5,6,6,5,6,4,5,6,4,6,5,5,6,5,6,20,22,23,20,85,4,3,3,3,3,3,3,2,3,3,19,11,3,3,2,2,3,2,2,3,20,NA,NA,0,NA,NA,6.55
NA,choice,3448,person,Mozilla,NA,33,F,5,7,4,7,5,5,5,5,7,2,5,5,4,5,6,5,5,18,21,21,22,82,5,7,6,6,6,7,4,2,3,6,37,15,4,5,5,4,4,5,5,5,37,NA,NA,1,NA,NA,4.7
NA,choice,3845,person,Mozilla,NA,31,F,5,2,2,2,3,4,3,2,4,3,2,2,2,3,3,3,4,9,13,9,13,44,5,5,5,5,4,4,5,4,4,5,28,18,3,2,4,3,2,2,2,2,20,NA,NA,0,NA,NA,3.05
NA,choice,4546,person,Chrome,NA,33,F,5,5,3,6,5,4,5,4,5,3,2,5,2,4,5,5,5,13,18,18,19,68,7,7,7,7,7,7,5,3,5,4,42,17,5,4,5,4,5,4,5,5,37,NA,NA,1,NA,NA,4.45
NA,choice,5788,person,Chrome,NA,31,F,5,6,6,7,6,6,6,2,4,6,6,6,6,3,6,3,7,24,21,25,16,86,5,6,5,6,6,5,6,2,4,5,33,17,2,1,3,2,1,1,1,2,13,NA,NA,1,NA,NA,6.25
NA,choice,7341,person,Chrome,NA,31,F,5,5,6,7,4,5,6,5,6,6,4,6,6,6,6,6,5,21,23,23,22,89,7,6,6,5,5,5,6,3,2,6,34,17,4,2,5,4,2,3,4,4,28,NA,NA,1,NA,NA,6.25
NA,choice,3195,no_person,Chrome,NA,25,M,2,6,5,7,6,5,5,6,6,5,4,7,5,5,5,7,7,20,20,25,26,91,5,6,7,6,6,5,3,2,3,3,35,11,5,4,4,3,5,4,4,5,34,NA,NA,1,NA,NA,5.9
NA,choice,5213,no_person,Firefox,NA,22,M,5,2,2,2,5,2,7,6,6,5,1,2,5,2,6,2,6,10,17,14,20,61,1,1,7,6,6,1,6,1,6,6,22,19,1,1,3,2,2,2,2,2,15,NA,NA,0,NA,NA,4.1
NA,choice,3019,no_person,Chrome,NA,46,M,5,5,3,6,5,6,5,4,4,6,5,6,6,5,6,4,4,19,22,23,16,80,6,5,4,6,6,5,3,3,2,2,32,10,3,2,3,4,2,2,2,2,20,NA,NA,0,NA,NA,6.7
NA,choice,4528,person,Chrome,NA,33,M,5,5,5,5,7,6,6,4,5,5,4,6,5,6,6,3,5,19,24,23,17,83,5,5,4,5,4,5,5,3,6,4,28,18,2,2,3,2,1,2,1,2,15,NA,NA,0,NA,NA,3.85
NA,choice,5133,no_person,Chrome,NA,42,F,6,5,5,6,5,5,5,4,6,4,3,6,6,4,5,6,6,17,19,23,22,81,5,5,5,5,5,5,2,2,2,4,30,10,3,3,3,3,3,3,3,3,24,NA,NA,1,NA,NA,5.85
NA,choice,4168,person,Explorer,NA,53,M,5,5,5,6,6,7,6,4,6,3,5,6,6,5,7,6,6,18,25,24,22,89,5,6,6,6,5,6,6,2,6,7,34,21,4,2,2,3,2,2,1,3,19,NA,NA,1,NA,NA,6.85
NA,choice,6975,person,Firefox,NA,51,M,5,4,5,5,4,5,5,4,5,3,3,5,5,5,5,4,5,15,20,19,18,72,5,5,5,5,5,5,5,3,5,4,30,17,4,4,3,3,4,4,4,4,30,NA,NA,1,NA,NA,5.25
NA,choice,3996,no_person,Chrome,NA,29,F,2,6,5,6,6,5,6,5,6,6,5,6,5,5,6,6,6,22,22,23,23,90,6,6,6,6,6,6,2,2,2,4,36,10,4,3,3,3,4,3,3,4,27,NA,NA,1,NA,NA,5.15
NA,choice,5087,person,Firefox,NA,22,F,6,4,3,5,5,4,4,4,5,3,3,4,4,4,5,4,6,13,17,18,19,67,4,5,5,5,4,4,5,4,5,5,27,19,3,2,3,3,3,3,4,3,24,NA,NA,1,NA,NA,5.1
NA,choice,3819,no_person,Chrome,NA,31,M,5,3,5,6,5,5,5,4,6,3,5,5,5,5,5,6,6,16,20,21,22,79,5,6,6,5,6,5,3,2,3,3,33,11,4,4,4,4,4,3,4,4,31,NA,NA,0,NA,NA,4.5
NA,choice,8609,no_person,Chrome,NA,27,M,4,2,2,7,2,2,3,6,4,3,2,6,3,2,5,4,5,9,12,18,19,58,6,6,6,5,2,6,7,2,2,5,31,16,2,1,3,2,1,2,4,3,18,NA,NA,0,NA,NA,6.85
NA,choice,4331,person,Chrome,NA,28,F,5,3,4,6,6,6,6,6,6,5,5,6,5,6,6,6,6,17,24,23,24,88,5,5,5,5,5,6,3,2,2,3,31,10,4,3,4,3,4,4,3,4,29,NA,NA,1,NA,NA,5.1
NA,choice,3381,no_person,Chrome,NA,26,M,5,6,6,6,6,7,7,6,6,6,6,6,6,6,7,6,7,24,27,24,25,100,6,6,5,6,6,6,2,2,2,4,35,10,4,4,4,4,4,3,4,4,31,NA,NA,1,NA,NA,6.4
NA,choice,4260,no_person,Firefox,NA,29,M,5,5,6,7,6,6,6,5,5,6,5,7,6,5,6,5,6,22,23,26,21,92,4,3,5,4,4,3,2,2,2,2,23,8,2,2,3,3,2,3,2,3,20,NA,NA,1,NA,NA,4.6
NA,choice,5932,no_person,Firefox,NA,47,F,5,4,3,6,6,5,5,2,4,5,3,6,5,4,5,5,4,15,19,23,15,72,5,5,5,5,5,5,5,2,3,2,30,12,3,4,3,2,3,4,4,4,27,NA,NA,1,NA,NA,5.1
NA,choice,4197,person,Mozilla,NA,32,M,5,6,3,6,6,6,6,5,5,5,5,5,5,5,6,5,5,19,23,22,20,84,5,5,6,5,5,6,5,2,3,3,32,13,3,2,3,3,2,3,2,2,20,NA,NA,1,NA,NA,5.2
NA,choice,7106,person,Chrome,NA,35,M,5,2,3,5,5,3,5,5,5,2,2,5,3,5,5,5,6,9,18,18,21,66,6,6,6,6,6,6,7,5,7,6,36,25,2,2,3,2,2,2,4,4,21,NA,NA,1,NA,NA,5.2
NA,choice,5620,person,Firefox,NA,40,M,5,3,2,4,4,4,5,4,4,2,2,4,4,4,5,4,4,9,18,16,16,59,5,4,6,6,3,6,6,2,6,6,30,20,3,4,4,4,4,5,3,3,30,NA,NA,1,NA,NA,6.25
NA,choice,3634,no_person,Chrome,NA,24,M,5,2,2,3,5,2,2,5,5,2,2,2,2,2,2,4,6,8,8,12,20,48,5,5,5,5,5,5,6,6,6,6,30,24,2,2,3,2,2,2,2,2,17,NA,NA,1,NA,NA,3.45
NA,choice,6676,person,Chrome,NA,27,M,4,3,2,6,4,5,3,5,6,6,2,3,5,6,6,5,7,13,20,18,23,74,6,3,6,3,6,5,3,6,3,2,29,14,4,4,4,4,4,4,2,4,30,NA,NA,1,NA,NA,6.5
NA,choice,6776,person,Mozilla,NA,38,M,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,24,24,24,24,96,6,6,6,6,6,6,2,2,2,2,36,8,2,2,2,2,2,2,2,3,17,NA,NA,1,NA,NA,7
NA,choice,2934,person,Chrome,NA,31,M,5,6,6,6,5,2,6,1,4,6,6,6,6,3,6,6,6,24,17,23,17,81,6,2,5,6,6,5,5,5,6,2,30,18,3,4,2,2,1,1,1,1,15,NA,NA,0,NA,NA,6.05
NA,choice,5207,person,Mozilla,NA,43,F,5,2,2,5,6,5,2,2,5,1,1,2,1,2,5,2,2,6,14,14,11,45,7,6,6,6,6,6,5,2,2,5,37,14,4,1,4,3,1,2,1,3,19,NA,NA,1,NA,NA,6.3
NA,choice,5595,person,Mozilla,NA,38,F,5,6,5,7,6,4,5,4,6,5,5,6,6,5,6,6,7,21,20,25,23,89,5,5,4,5,5,5,5,3,2,4,29,14,2,1,3,2,1,3,2,3,17,NA,NA,1,NA,NA,6
